old_id	sense.julieartem	cues.julieartem	confidence.julieartem	comments.julieartem	sense.woordenschatjes	cues.woordenschatjes	confidence.woordenschatjes	comments.woordenschatjes	_ctxt.juliartem	_ctxt.woordenschatjes	_id	_ctxt.raw
zwart/adj/algemeen_dagblad_20011006_32/170	Huidskleur	R1,R2	5		zwart_9	R2,R1	5.0		""" De natuur verpietert , de open ruimte verdwijnt , de leefbaarheid in buurten neemt af , er ontstaan <span class='target'>zwarte</span> en <em>witte</em> <em>scholen</em> . "" Op financieel gebied is GroenLinks redelijk gematigd , al is"	""" De natuur verpietert , de open ruimte verdwijnt , de leefbaarheid in buurten neemt af , er ontstaan <span class='target'>zwarte</span> en <em>witte</em> <em>scholen</em> . "" Op financieel gebied is GroenLinks redelijk gematigd , al is"	zwart/adj/algemeen_dagblad_20011006_32/190	""" De natuur verpietert , de open ruimte verdwijnt , de leefbaarheid in buurten neemt af , er ontstaan <span class=""target"">zwarte</span> en witte scholen . "" Op financieel gebied is GroenLinks redelijk gematigd , al is"
zwart/adj/algemeen_dagblad_20011020_198/428	Huidskleur	R1,R2,L2	5		zwart_9	R1,R2	5.0		in hetzelfde type tropisch regenwoud bleven . Daarentegen zijn de relatief kleine <em>genetische</em> verschillen tussen <span class='target'>zwarte</span> en <em>blanke</em> <em>mensen</em> aanpassingen aan de totaal verschillende milieus waarin zij de afgelopen honderdduizend jaar vertoefden .	in hetzelfde type tropisch regenwoud bleven . Daarentegen zijn de relatief kleine genetische verschillen tussen <span class='target'>zwarte</span> en <em>blanke</em> <em>mensen</em> aanpassingen aan de totaal verschillende milieus waarin zij de afgelopen honderdduizend jaar vertoefden .	zwart/adj/algemeen_dagblad_20011020_198/486	"in hetzelfde type tropisch regenwoud bleven . Daarentegen zijn de relatief kleine genetische verschillen tussen <span class=""target"">zwarte</span> en blanke mensen aanpassingen aan de totaal verschillende milieus waarin zij de afgelopen honderdduizend jaar vertoefden ."
zwart/adj/algemeen_dagblad_20001116_73/73	Donker/duister (neutraal)	R0,L1	3		zwart_1	R0	5.0	"Ik denk dat het beeldspraak is voor ""leegte""	 maar die betekenis is ook inherent aan het zwarte gat in de ruimte."	het beroemdste kwartet na The Beatles ? Kwam de belofte uit - of <em>sluimert</em> het <span class='target'>zwarte</span> <em>gat</em> ? DE VOORTEKENEN WAREN nog wel zo goed . Stephen Stills had een periode	het beroemdste kwartet na The Beatles ? Kwam de belofte uit - of sluimert het <span class='target'>zwarte</span> <em>gat</em> ? DE VOORTEKENEN WAREN nog wel zo goed . Stephen Stills had een periode	zwart/adj/algemeen_dagblad_20001116_73/79	"het beroemdste kwartet na The Beatles ? Kwam de belofte uit - of sluimert het <span class=""target"">zwarte</span> gat ? DE VOORTEKENEN WAREN nog wel zo goed . Stephen Stills had een periode"
zwart/adj/algemeen_dagblad_20040228_152/257	Kleur	R0,R3	5		zwart_1	R0	5.0		aandachttrekker is de kubistische ontspanunit , ook wel hoekige , rode fauteuil genaamd . De <span class='target'>zwarte</span> <em>bureaustoel</em> is een <em>designklassieker</em> van Eames . Verder flatscreen televisie , telefoon en verantwoord vetplantjeop	aandachttrekker is de kubistische ontspanunit , ook wel hoekige , rode fauteuil genaamd . De <span class='target'>zwarte</span> <em>bureaustoel</em> is een designklassieker van Eames . Verder flatscreen televisie , telefoon en verantwoord vetplantjeop	zwart/adj/algemeen_dagblad_20040228_152/291	"aandachttrekker is de kubistische ontspanunit , ook wel hoekige , rode fauteuil genaamd . De <span class=""target"">zwarte</span> bureaustoel is een designklassieker van Eames . Verder flatscreen televisie , telefoon en verantwoord vetplantjeop"
zwart/adj/algemeen_dagblad_20041230_13/9	Donker/duister (neutraal)	L1,L0	2		zwart_1	L6,L4,L0	1.0	"In de zin van ""zwart voor de ogen worden	 flauwvallen""."	Ze kan helemaal niets meer . <em>Het</em> <em>wordt</em> <span class='target'>zwart</span> . De trappers gaan nog een stukje sneller rond . Remon en Lars passeren een	Ze <em>kan</em> helemaal <em>niets</em> meer . Het <em>wordt</em> <span class='target'>zwart</span> . De trappers gaan nog een stukje sneller rond . Remon en Lars passeren een	zwart/adj/algemeen_dagblad_20041230_13/13	"Ze kan helemaal niets meer . Het wordt <span class=""target"">zwart</span> . De trappers gaan nog een stukje sneller rond . Remon en Lars passeren een"
zwart/adj/algemeen_dagblad_20010922_192/712	Kleur	R0,R5	2		zwart_1	R0	5.0		ging , werd nog voor de première in New York verwijderd . Maar ook het <span class='target'>zwarte</span> <em>gevaarte</em> dat gehandhaafd bleef als <em>schip</em> , zal in Nederland niet te zien zijn .	ging , werd nog voor de première in New York verwijderd . Maar ook het <span class='target'>zwarte</span> <em>gevaarte</em> dat gehandhaafd bleef als schip , zal in Nederland niet te zien zijn .	zwart/adj/algemeen_dagblad_20010922_192/818	"ging , werd nog voor de première in New York verwijderd . Maar ook het <span class=""target"">zwarte</span> gevaarte dat gehandhaafd bleef als schip , zal in Nederland niet te zien zijn ."
zwart/adj/algemeen_dagblad_19990514_138/506	Kleur	R0	5		zwart_1	R0	5.0		"eerste aflevering van Nederland volgens Pijpers is afgelopen . "" Vrienden van mij hebben een <span class='target'>zwarte</span> <em>kip</em> die zo eigenzinnig is dat ze haar Harmke hebben genoemd . Dus iéts klopt"	"eerste aflevering van Nederland volgens Pijpers is afgelopen . "" Vrienden van mij hebben een <span class='target'>zwarte</span> <em>kip</em> die zo eigenzinnig is dat ze haar Harmke hebben genoemd . Dus iéts klopt"	zwart/adj/algemeen_dagblad_19990514_138/556	"eerste aflevering van Nederland volgens Pijpers is afgelopen . "" Vrienden van mij hebben een <span class=""target"">zwarte</span> kip die zo eigenzinnig is dat ze haar Harmke hebben genoemd . Dus iéts klopt"
zwart/adj/algemeen_dagblad_20031016_55/102	Onwettelijk/illegaal/verboden	L7,L8,R0	5		zwart_2	L7,L13	5.0		als misdrijf wordt aangepakt . Volgens <em>arbeidsmarktdeskundigen</em> <em>klussen</em> zo'n 10 tot 12 miljoen Duitsers regelmatig <span class='target'>zwart</span> <em>bij</em> en loopt de overheid daardoor aanzienlijke bedragen aan belasting en premies mis . Als	als <em>misdrijf</em> wordt aangepakt . Volgens arbeidsmarktdeskundigen <em>klussen</em> zo'n 10 tot 12 miljoen Duitsers regelmatig <span class='target'>zwart</span> bij en loopt de overheid daardoor aanzienlijke bedragen aan belasting en premies mis . Als	zwart/adj/algemeen_dagblad_20031016_55/116	"als misdrijf wordt aangepakt . Volgens arbeidsmarktdeskundigen klussen zo'n 10 tot 12 miljoen Duitsers regelmatig <span class=""target"">zwart</span> bij en loopt de overheid daardoor aanzienlijke bedragen aan belasting en premies mis . Als"
zwart/adj/algemeen_dagblad_20040120_04/75	Huidskleur	R0	4		zwart_9	R0	5.0		nieuw beleid opleveren . Maar juist hier faalt de commissie , vindt de Kamer . <span class='target'>Zwarte</span> <em>scholen</em> zijn een probleem , maar de commissieleden durven geen algemene acceptatieplicht voor scholen te	nieuw beleid opleveren . Maar juist hier faalt de commissie , vindt de Kamer . <span class='target'>Zwarte</span> <em>scholen</em> zijn een probleem , maar de commissieleden durven geen algemene acceptatieplicht voor scholen te	zwart/adj/algemeen_dagblad_20040120_04/87	"nieuw beleid opleveren . Maar juist hier faalt de commissie , vindt de Kamer . <span class=""target"">Zwarte</span> scholen zijn een probleem , maar de commissieleden durven geen algemene acceptatieplicht voor scholen te"
zwart/adj/algemeen_dagblad_19991027_31/304	Kleur	R0	3		zwart_1	R0	5.0	"Beeldspraak voor ""leegte""."	Volgens Van den Akker ` zit ze te dutten ' en is er met het vertrek van haar voorganger Wijers ` een <span class='target'>zwart</span> <em>gat</em> ' ontstaan . Rabbae ( GroenLinks ) vroeg zich af ` wat zij eigenlijk	Volgens Van den Akker ` zit ze te dutten ' en is er met het vertrek van haar voorganger Wijers ` een <span class='target'>zwart</span> <em>gat</em> ' ontstaan . Rabbae ( GroenLinks ) vroeg zich af ` wat zij eigenlijk	zwart/adj/algemeen_dagblad_19991027_31/338	"Volgens Van den Akker ` zit ze te dutten ' en is er met het vertrek van haar voorganger Wijers ` een <span class=""target"">zwart</span> gat ' ontstaan . Rabbae ( GroenLinks ) vroeg zich af ` wat zij eigenlijk"
zwart/adj/algemeen_dagblad_20000703_135/246	Donker/duister (neutraal)	R0,R1	4		zwart_1	R1,L3,R0	3.0		mee . Ondanks dat boeide het drie miljoen gulden kostende , kleurrijke spektakel op het <span class='target'>zwarte</span> <em>kabbelende</em> <em>water</em> hen van begin tot eind , 70 minuten lang . Door Music without	mee . Ondanks dat boeide het drie miljoen gulden kostende , <em>kleurrijke</em> spektakel op het <span class='target'>zwarte</span> <em>kabbelende</em> <em>water</em> hen van begin tot eind , 70 minuten lang . Door Music without	zwart/adj/algemeen_dagblad_20000703_135/272	"mee . Ondanks dat boeide het drie miljoen gulden kostende , kleurrijke spektakel op het <span class=""target"">zwarte</span> kabbelende water hen van begin tot eind , 70 minuten lang . Door Music without"
zwart/adj/algemeen_dagblad_20020322_132/143	Kleur	R0	4		zwart_1	R0	5.0		Voor circa 20 stuks : 900 gram mager lamsgehakt ; anderhalf kopje fijngehakte ui ; 2 theelepels zout ; halve theelepel versgemalen <span class='target'>zwarte</span> <em>peper</em> ; 6 eetlepels boter . Voor het deeg : anderhalf kopje bloem ; anderhalf	Voor circa 20 stuks : 900 gram mager lamsgehakt ; anderhalf kopje fijngehakte ui ; 2 theelepels zout ; halve theelepel versgemalen <span class='target'>zwarte</span> <em>peper</em> ; 6 eetlepels boter . Voor het deeg : anderhalf kopje bloem ; anderhalf	zwart/adj/algemeen_dagblad_20020322_132/159	"Voor circa 20 stuks : 900 gram mager lamsgehakt ; anderhalf kopje fijngehakte ui ; 2 theelepels zout ; halve theelepel versgemalen <span class=""target"">zwarte</span> peper ; 6 eetlepels boter . Voor het deeg : anderhalf kopje bloem ; anderhalf"
zwart/adj/algemeen_dagblad_20010509_115/31	Kleur	R0	4		zwart_1	R0	3.0		motoronderhoud Robert M. Pirsig 3 . Ik Jan Cremer Jan Cremer Favoriete jeugdboek : De <span class='target'>zwarte</span> <em>stenen</em> Guus Kuijer ` BRUSSELMANS vind ik prachtig . Hij schrijft alles op , neemt	motoronderhoud Robert M. Pirsig 3 . Ik Jan Cremer Jan Cremer Favoriete jeugdboek : De <span class='target'>zwarte</span> <em>stenen</em> Guus Kuijer ` BRUSSELMANS vind ik prachtig . Hij schrijft alles op , neemt	zwart/adj/algemeen_dagblad_20010509_115/49	"motoronderhoud Robert M. Pirsig 3 . Ik Jan Cremer Jan Cremer Favoriete jeugdboek : De <span class=""target"">zwarte</span> stenen Guus Kuijer ` BRUSSELMANS vind ik prachtig . Hij schrijft alles op , neemt"
zwart/adj/algemeen_dagblad_20040511_21/164	Kleur	R0	5		zwart_1	R0	5.0		man bij die met medeweten van bewakers als seksslaaf werd verhandeld in een gevangenis . <span class='target'>Zwarte</span> <em>kappen</em> over het hoofd , naakt staan tegenover andere gevangenen , het dragen van roze	man bij die met medeweten van bewakers als seksslaaf werd verhandeld in een gevangenis . <span class='target'>Zwarte</span> <em>kappen</em> over het hoofd , naakt staan tegenover andere gevangenen , het dragen van roze	zwart/adj/algemeen_dagblad_20040511_21/186	"man bij die met medeweten van bewakers als seksslaaf werd verhandeld in een gevangenis . <span class=""target"">Zwarte</span> kappen over het hoofd , naakt staan tegenover andere gevangenen , het dragen van roze"
zwart/adj/algemeen_dagblad_20010111_47/29	Slecht/ onvriendelijk (emotie)	R0	4		zwart_8	R0	5.0		blanke huidskleur . In dat milieu , meestal woonachtig in campers , speelt zich de <span class='target'>zwarte</span> <em>komedie</em> Drowning Mona af , een film waarmee alles mis is : het prikkelt niet , het is verre van komisch en de personages zijn nog bleker dan blank .	blanke huidskleur . In dat milieu , meestal woonachtig in campers , speelt zich de <span class='target'>zwarte</span> <em>komedie</em> Drowning Mona af , een film waarmee alles mis is : het prikkelt niet , het is verre van komisch en de personages zijn nog bleker dan blank .	zwart/adj/algemeen_dagblad_20010111_47/33	"blanke huidskleur . In dat milieu , meestal woonachtig in campers , speelt zich de <span class=""target"">zwarte</span> komedie Drowning Mona af , een film waarmee alles mis is : het prikkelt niet , het is verre van komisch en de personages zijn nog bleker dan blank ."
zwart/adj/algemeen_dagblad_20030417_15/291	Huidskleur	R0,R9	5		zwart_9	R0,R9	5.0		een van mijn beste vriendjes op de lagere school . Zijn oom was de beroemde <span class='target'>zwarte</span> <em>acteur</em> Marius Monkau uit Amsterdam . Eric leerde mij <em>Surinaamse</em> woorden .	een van mijn beste vriendjes op de lagere school . Zijn oom was de beroemde <span class='target'>zwarte</span> <em>acteur</em> Marius Monkau uit Amsterdam . Eric leerde mij <em>Surinaamse</em> woorden .	zwart/adj/algemeen_dagblad_20030417_15/329	"een van mijn beste vriendjes op de lagere school . Zijn oom was de beroemde <span class=""target"">zwarte</span> acteur Marius Monkau uit Amsterdam . Eric leerde mij Surinaamse woorden ."
zwart/adj/algemeen_dagblad_20020131_20/3	Kleur	R0	5		zwart_1	R0	5.0		De vier <span class='target'>zwarte</span> <em>paardantilopen</em> uit de Rotterdamse diergaarde Blijdorp gaan maandag ` terug ' naar Zuid-Afrika . De	De vier <span class='target'>zwarte</span> <em>paardantilopen</em> uit de Rotterdamse diergaarde Blijdorp gaan maandag ` terug ' naar Zuid-Afrika . De	zwart/adj/algemeen_dagblad_20020131_20/5	"De vier <span class=""target"">zwarte</span> paardantilopen uit de Rotterdamse diergaarde Blijdorp gaan maandag ` terug ' naar Zuid-Afrika . De"
zwart/adj/algemeen_dagblad_20010124_71/378	Kleur	R0	2		zwart_1	R0	4.0		de federatie een einde maken . Gedeeltelijk omdat zij zich zorgen maakte over ' het <span class='target'>zwarte</span> <em>gat</em> na Verstappen ' , gedeeltelijk omdat ze gedwongen werd door NOC*NSF en het Ministerie van VWS om eens met een goed topsportplan op de proppen te komen .	de federatie een einde maken . Gedeeltelijk omdat zij zich zorgen maakte over ' het <span class='target'>zwarte</span> <em>gat</em> na Verstappen ' , gedeeltelijk omdat ze gedwongen werd door NOC*NSF en het Ministerie van VWS om eens met een goed topsportplan op de proppen te komen .	zwart/adj/algemeen_dagblad_20010124_71/420	"de federatie een einde maken . Gedeeltelijk omdat zij zich zorgen maakte over ' het <span class=""target"">zwarte</span> gat na Verstappen ' , gedeeltelijk omdat ze gedwongen werd door NOC*NSF en het Ministerie van VWS om eens met een goed topsportplan op de proppen te komen ."
zwart/adj/algemeen_dagblad_20010310_76/555	Huidskleur	R0	5		zwart_9	R0	5.0		Piepkleine oorden aan het strand : Agua Amarga ( bitter water ) , Las Negras ( de <span class='target'>zwarte</span> <em>vrouwen</em> ) , La Isleta del Moro ( het eilandje van de Arabier ) en La Playa del Muerto ( het strand van de dode ) zeggen veel over het inheemse , exotische en soms onheilspellende karakter van de kust .	Piepkleine oorden aan het strand : Agua Amarga ( bitter water ) , Las Negras ( de <span class='target'>zwarte</span> <em>vrouwen</em> ) , La Isleta del Moro ( het eilandje van de Arabier ) en La Playa del Muerto ( het strand van de dode ) zeggen veel over het inheemse , exotische en soms onheilspellende karakter van de kust .	zwart/adj/algemeen_dagblad_20010310_76/611	"Piepkleine oorden aan het strand : Agua Amarga ( bitter water ) , Las Negras ( de <span class=""target"">zwarte</span> vrouwen ) , La Isleta del Moro ( het eilandje van de Arabier ) en La Playa del Muerto ( het strand van de dode ) zeggen veel over het inheemse , exotische en soms onheilspellende karakter van de kust ."
zwart/adj/algemeen_dagblad_20000506_74/577	Slecht/ onvriendelijk (emotie)	R0	5		zwart_5	R10,R0	2.0	"Ik twijfel tussen ""ongeluk zijnde"" en ""moreel verwerpelijk""."	Van Dis vertelde mij dat hij bij zijn eerste voordrachten in Japan al had ondervonden dat Japanners helemaal niet bang zijn om over het <span class='target'>zwarte</span> <em>verleden</em> van Japan en Nederland te praten . Dat Japanse kampbewaarders plompverloren op hem afstapten	Van Dis vertelde mij dat hij bij zijn eerste voordrachten in Japan al had ondervonden dat Japanners helemaal niet bang zijn om over het <span class='target'>zwarte</span> <em>verleden</em> van Japan en Nederland te praten . Dat Japanse <em>kampbewaarders</em> plompverloren op hem afstapten	zwart/adj/algemeen_dagblad_20000506_74/659	"Van Dis vertelde mij dat hij bij zijn eerste voordrachten in Japan al had ondervonden dat Japanners helemaal niet bang zijn om over het <span class=""target"">zwarte</span> verleden van Japan en Nederland te praten . Dat Japanse kampbewaarders plompverloren op hem afstapten"
zwart/adj/algemeen_dagblad_20040420_124/309	Kleur	R0	3		zwart_1	R0	4.0		Dat het voorbij gaat . Nu zeg ik dat ik niet bang ben voor dat <span class='target'>zwarte</span> <em>gat</em> . Dat er dan weer andere , nieuwe mogelijkheden opdoemen .	Dat het voorbij gaat . Nu zeg ik dat ik niet bang ben voor dat <span class='target'>zwarte</span> <em>gat</em> . Dat er dan weer andere , nieuwe mogelijkheden opdoemen .	zwart/adj/algemeen_dagblad_20040420_124/347	"Dat het voorbij gaat . Nu zeg ik dat ik niet bang ben voor dat <span class=""target"">zwarte</span> gat . Dat er dan weer andere , nieuwe mogelijkheden opdoemen ."
zwart/adj/algemeen_dagblad_20011115_103/307	Huidskleur	R0	5		zwart_9	R0,L3	5.0		"problemen waarmee het continent worstelt . "" Als ik langs een township rijd waar duizenden <span class='target'>zwarte</span> <em>mensen</em> wonen in schrijnende armoede en waar veel aidsslachtoffers vallen , voel ik me volstrekt machteloos "" , zegt hij , "" Maar dat perspectief verschuift als ik er een tijdje verblijf . """	"problemen waarmee het continent worstelt . "" Als ik langs een <em>township</em> rijd waar duizenden <span class='target'>zwarte</span> <em>mensen</em> wonen in schrijnende armoede en waar veel aidsslachtoffers vallen , voel ik me volstrekt machteloos "" , zegt hij , "" Maar dat perspectief verschuift als ik er een tijdje verblijf . """	zwart/adj/algemeen_dagblad_20011115_103/347	"problemen waarmee het continent worstelt . "" Als ik langs een township rijd waar duizenden <span class=""target"">zwarte</span> mensen wonen in schrijnende armoede en waar veel aidsslachtoffers vallen , voel ik me volstrekt machteloos "" , zegt hij , "" Maar dat perspectief verschuift als ik er een tijdje verblijf . """
zwart/adj/algemeen_dagblad_20020208_150/8	Kleur	R0	1		zwart_1	R0	5.0	Tegenover negatieve cijfers in het rood.	"Philips keert dit jaar terug in de <span class='target'>zwarte</span> <em>cijfers</em> , beloofde Gerard Kleisterlee gisteren . "" Ik zou erg teleurgesteld zijn als dat"	"Philips keert dit jaar terug in de <span class='target'>zwarte</span> <em>cijfers</em> , beloofde Gerard Kleisterlee gisteren . "" Ik zou erg teleurgesteld zijn als dat"	zwart/adj/algemeen_dagblad_20020208_150/10	"Philips keert dit jaar terug in de <span class=""target"">zwarte</span> cijfers , beloofde Gerard Kleisterlee gisteren . "" Ik zou erg teleurgesteld zijn als dat"
zwart/adj/algemeen_dagblad_20030509_10/357	Huidskleur	L4,L1	5		zwart_9	L4,L1	5.0		"daarvoor moeten zij boeten . Zij hebben onze voorouders tot <em>slaven</em> gemaakt en <em>onderdrukten</em> de <span class='target'>zwarten</span> "" . Op de rechtszitting sloeg de verdachte een heel andere toon aan . """	"daarvoor moeten zij boeten . Zij hebben onze voorouders tot <em>slaven</em> gemaakt en <em>onderdrukten</em> de <span class='target'>zwarten</span> "" . Op de rechtszitting sloeg de verdachte een heel andere toon aan . """	zwart/adj/algemeen_dagblad_20030509_10/385	"daarvoor moeten zij boeten . Zij hebben onze voorouders tot slaven gemaakt en onderdrukten de <span class=""target"">zwarten</span> "" . Op de rechtszitting sloeg de verdachte een heel andere toon aan . """
zwart/adj/algemeen_dagblad_20001212_53/688	Onwettelijk/illegaal/verboden	L1,R0,R6,L6	5		zwart_2	L1,R0	5.0		crimineel niet van een concreet misdrijf kan worden <em>beschuldigd</em> . Verder wordt het <em>witwassen</em> van <span class='target'>zwart</span> <em>geld</em> officieel als een ` zwaar <em>vergrijp</em> ' gedefinieerd en verplichten de ondertekenaars zich verklikkers te beschermen , gezochte misdadigers automatisch aan elkaar uit te leveren en ook de buitenlandse bezittingen van maffiosi in beslag te nemen .	crimineel niet van een concreet misdrijf kan worden beschuldigd . Verder wordt het <em>witwassen</em> van <span class='target'>zwart</span> <em>geld</em> officieel als een ` zwaar vergrijp ' gedefinieerd en verplichten de ondertekenaars zich verklikkers te beschermen , gezochte misdadigers automatisch aan elkaar uit te leveren en ook de buitenlandse bezittingen van maffiosi in beslag te nemen .	zwart/adj/algemeen_dagblad_20001212_53/744	"crimineel niet van een concreet misdrijf kan worden beschuldigd . Verder wordt het witwassen van <span class=""target"">zwart</span> geld officieel als een ` zwaar vergrijp ' gedefinieerd en verplichten de ondertekenaars zich verklikkers te beschermen , gezochte misdadigers automatisch aan elkaar uit te leveren en ook de buitenlandse bezittingen van maffiosi in beslag te nemen ."
zwart/adj/algemeen_dagblad_20020914_239/24	Kleur	R0,L1	1		zwart_9	R0,L12,L11,L10	2.0		Eerder dit jaar kwam een soortgelijk opvallend pleidooi voor ` stop & search ' van Mike Best , hoofdredacteur van het <em>toonaangevende</em> Londense <span class='target'>zwarte</span> <em>tijdschrift</em> The Voice .	Eerder dit jaar kwam een soortgelijk opvallend pleidooi voor ` <em>stop</em> <em>&</em> <em>search</em> ' van Mike Best , hoofdredacteur van het toonaangevende Londense <span class='target'>zwarte</span> <em>tijdschrift</em> The Voice .	zwart/adj/algemeen_dagblad_20020914_239/26	"Eerder dit jaar kwam een soortgelijk opvallend pleidooi voor ` stop & search ' van Mike Best , hoofdredacteur van het toonaangevende Londense <span class=""target"">zwarte</span> tijdschrift The Voice ."
zwart/adj/algemeen_dagblad_20041213_31/202	Slecht/ onvriendelijk (emotie)	R0,L2	3		geen	R0	3.0	Vaste uitdrukking.	hem had uitgevaardigd , omdat hij rekeningen niet had betaald . Kerik <em>zat</em> altijd op <span class='target'>zwart</span> <em>zaad</em> . In 1987 liet hij zich bankroet verklaren . Zijn huwelijksfeest in 1998 was	hem had uitgevaardigd , omdat hij rekeningen niet had betaald . Kerik zat altijd op <span class='target'>zwart</span> <em>zaad</em> . In 1987 liet hij zich bankroet verklaren . Zijn huwelijksfeest in 1998 was	zwart/adj/algemeen_dagblad_20041213_31/222	"hem had uitgevaardigd , omdat hij rekeningen niet had betaald . Kerik zat altijd op <span class=""target"">zwart</span> zaad . In 1987 liet hij zich bankroet verklaren . Zijn huwelijksfeest in 1998 was"
zwart/adj/algemeen_dagblad_20010317_8/362	Kleur	R2,L0	2		zwart_7	R2	5.0		12-18 26. 43-39 ( zie diagram ) . Na het geplande 26 ... 7-11 <em>heeft</em> <span class='target'>zwart</span> minstens uitstekende <em>winstkansen</em> .	12-18 26. 43-39 ( zie diagram ) . Na het geplande 26 ... 7-11 heeft <span class='target'>zwart</span> minstens uitstekende <em>winstkansen</em> .	zwart/adj/algemeen_dagblad_20010317_8/404	"12-18 26. 43-39 ( zie diagram ) . Na het geplande 26 ... 7-11 heeft <span class=""target"">zwart</span> minstens uitstekende winstkansen ."
zwart/adj/algemeen_dagblad_20010308_54/66	geen	R0,R1,R2	4	"Slecht	 maar niet in de emotionele betekenis."	zwart_1	L4	3.0		De verspreider van Time vreesde voor extra geweld in Kalimantan en besloot daarom alle gewelddadige ' foto's met de hand deels <span class='target'>zwart</span> <em>te</em> <em>laten</em> <em>maken</em> . Het is niet bekend om hoeveel exemplaren het ging . Een	De verspreider van Time vreesde voor extra geweld in Kalimantan en besloot daarom alle gewelddadige ' <em>foto's</em> met de hand deels <span class='target'>zwart</span> te laten maken . Het is niet bekend om hoeveel exemplaren het ging . Een	zwart/adj/algemeen_dagblad_20010308_54/72	"De verspreider van Time vreesde voor extra geweld in Kalimantan en besloot daarom alle gewelddadige ' foto's met de hand deels <span class=""target"">zwart</span> te laten maken . Het is niet bekend om hoeveel exemplaren het ging . Een"
zwart/adj/algemeen_dagblad_20010111_69/219	Huidskleur	R0,R4,R5	5		zwart_9	L8,L7	5.0		- zij zijn gewoon Brits . Etnische minderheden kunnen aangeven of ze zichzelf als ` <span class='target'>zwart</span> <em>Brits</em> ' of ` <em>Aziatisch</em> <em>Brits</em> ' beschouwen . De ONS , het nationale bureau	- zij zijn gewoon Brits . <em>Etnische</em> <em>minderheden</em> kunnen aangeven of ze zichzelf als ` <span class='target'>zwart</span> Brits ' of ` Aziatisch Brits ' beschouwen . De ONS , het nationale bureau	zwart/adj/algemeen_dagblad_20010111_69/239	"- zij zijn gewoon Brits . Etnische minderheden kunnen aangeven of ze zichzelf als ` <span class=""target"">zwart</span> Brits ' of ` Aziatisch Brits ' beschouwen . De ONS , het nationale bureau"
zwart/adj/algemeen_dagblad_20000922_68/183	Slecht/ onvriendelijk (emotie)	R0	3		zwart_8	R0	5.0		: ` Wat zeg je ? ' Ook het slot is in stijl met de <span class='target'>allerzwartste</span> <em>romantiek</em> . De bijna 80-jarige schrijver is invalide . Hij kan bijna niet meer bewegen	: ` Wat zeg je ? ' Ook het slot is in stijl met de <span class='target'>allerzwartste</span> <em>romantiek</em> . De bijna 80-jarige schrijver is invalide . Hij kan bijna niet meer bewegen	zwart/adj/algemeen_dagblad_20000922_68/203	": ` Wat zeg je ? ' Ook het slot is in stijl met de <span class=""target"">allerzwartste</span> romantiek . De bijna 80-jarige schrijver is invalide . Hij kan bijna niet meer bewegen"
zwart/adj/algemeen_dagblad_19990820_33/1164	Huidskleur	L1,R0	5		zwart_9	R0,L1	5.0		"Bijlsma het no nonsensebeleid van zijn afdeling . Zelfs Shell die vroeger in <em>Afrika</em> de <span class='target'>zwarte</span> <em>bevolking</em> zo liet zakken , kan zich melden . "" Zelfs het ministerie van defensie"	"Bijlsma het no nonsensebeleid van zijn afdeling . Zelfs Shell die vroeger in <em>Afrika</em> de <span class='target'>zwarte</span> <em>bevolking</em> zo liet zakken , kan zich melden . "" Zelfs het ministerie van defensie"	zwart/adj/algemeen_dagblad_19990820_33/1304	"Bijlsma het no nonsensebeleid van zijn afdeling . Zelfs Shell die vroeger in Afrika de <span class=""target"">zwarte</span> bevolking zo liet zakken , kan zich melden . "" Zelfs het ministerie van defensie"
zwart/adj/algemeen_dagblad_20000622_125/116	Onwettelijk/illegaal/verboden	R0	2		zwart_2	L12,R0	2.0		In 2003 maakt een groot aantal lidstaten aan die situatie een einde , maar Luxemburg voelt daar niets voor zolang andere landen met een vriendelijk klimaat voor <span class='target'>zwarte</span> <em>spraarders</em> dat ook niet doen . Zorgelijker dan de halsstarrigheid van Luxemburg , dat in	In 2003 maakt een groot aantal lidstaten aan die situatie een einde , maar <em>Luxemburg</em> voelt daar niets voor zolang andere landen met een vriendelijk klimaat voor <span class='target'>zwarte</span> <em>spraarders</em> dat ook niet doen . Zorgelijker dan de halsstarrigheid van Luxemburg , dat in	zwart/adj/algemeen_dagblad_20000622_125/124	"In 2003 maakt een groot aantal lidstaten aan die situatie een einde , maar Luxemburg voelt daar niets voor zolang andere landen met een vriendelijk klimaat voor <span class=""target"">zwarte</span> spraarders dat ook niet doen . Zorgelijker dan de halsstarrigheid van Luxemburg , dat in"
